Morphology: 
 
Verbs: 
singular, first, present, indicative: gghugh
swinger: uyvumeyuh
switchblade: uyvumngughwumgheyugh
swoosh: uymehuy
swordsman: uymehghehmezzey
sycophant: uyngughhnguhnggheynguv
syllabic: zus
syllogism: uymuymehvummez
synaptic: uyzeyhnguhngvum
synchronicity: uyzeysehmehvumvumsuz
syncopate: uyzeymehgheyugh
synoptic: uyzeyhnguhngvum
syntactical: uyzeygheynguvngughmuy
synth: uyzeyseh
systematize: uyuyughgheyvumugh
tabular: nguvwummuyuh
tachycardia: nguvngughsuzgheyghehghey
tackler: nguvngughmuyuh
tactician: nguvngughvumvumzey
taffy: nguvuzsuz
tailbone: nguvvumwumzey
talcum: nguvmuyu
talkie: ngugh
tallow: nguvmuymeh
talus: nguvmuyuy
tamarind: nguvmezuhzey
tamer: nguvmezuh
tanner: nguvzeyugh
tannery: nguvzeyughsuz
tapdance: nguvhnguhnggheyngugh
tarn: nguvuh
taro: nguvuh
tarry: hung
taskbar: nguvuywumuh
taskmaster: nguvuymezuyugh
tatami: nguvnguvmez
tattle: nguvnguvmuy
tatty: nguvnguvsuz
taupe: nguvuugh
taxidermist: nguvhngew
taxidermy: nguvnguy
taxiway: nguvyuh
taxonomist: nguvusmus
taxpaying: nguvhnguzuz
teahouse: nguvgheymehuy
teakettle: nguvgheyughnguvugh
teargas: nguvgheyeyuy
tearoom: nguvgheymehmez
teatime: nguvgheyvumugh
telecoms: nguvmuyngughmez
telegenic: nguvmuyeyzeyngugh
teleological: nguvmuymehmehvumghey
teleology: nguvmuymehmehsuz
telephony: nguvmuyhnguhngmehsuz
teleprompter: nguvmuyhnguhngmehhnguhngugh
televangelist: nguvmuyksumzeyughvumnguv
temblor: nguvmezmuyuh
temptress: nguvmeznguvughuy
tendentious: nguvzeyughnguvmehuy
tenderize: nguvzeyughvumugh
terrapin: nguvuhgheyvum
terrarium: nguvuhgheyvummez
terrine: nguvuhvumugh
territoriality: yeh
terrycloth: nguvuhsuzmuynguv
tetracycline: nguvnguvgheysuzmuyzey
thalidomide: nguvgheyvummehvumugh
theatergoer: nguvughnguvuhmehuh
theatricality: nguvughnguvvumgheyvumsuz
theism: thngem
theist: nguvughuy
theocratic: nguvughngughgheyvum
thereon: nguvughughzey
thereto: nguvughughmeh
thespian: nguvughhnguhngghey
thievery: nguvvumksumuh
thither: nguvvumsehuh
thrombus: nguvuhmezu
thumbprint: nguvuwumuhzey
thunderclap: nguvughehuhmuyhnguhng
thunderhead: nguvughehuhughgheh
thwack: nguvghusngugh
thymus: nguvsuzu
thyself: nguvsuzughuz
ticklish: nguvngughmuyuy
tidewater: nguvghehghusnguvuh
tiff: hung
tilapia: nguvmuyhnguhngghey
tillage: nguvmuygheyugh
timesaving: nguvmezuyksumzey
timeworn: nguvmezghusuh
timpani: nguvmezgheyvum
tinfoil: nguvzeymehmuy
tingly: nguvzeymuy
tinkerer: nguvzeyughugh
tippet: nguvhnguhngugh
tipple: vehng
tiptop: nguvhnguhngmeh
titillation: nguvnguvmuygheyvumzey
titular: nguvnguvmuyuh
tizzy: nguvuvsuz
toady: nguvgheysuz
toboggan: nguvwumeyghey
toehold: nguvughmehgheh
tollbooth: nguvmuywummehseh
tomcat: nguvmezghey
topcoat: nguvhnguhngmehnguv
topside: nguvhnguhngvumugh
toque: nguvhuz
torpor: nguvuhmeh
torsion: nguvuhvumzey
torsional: nguvuhvumzeymuy
torte: nguvuhugh
tortellini: nguvuhughmuyzey
totemic: nguvnguvmezngugh
toupee: nguvuugh
townsman: nguvghusuyghey
towpath: nguvghusgheyseh
toxicological: nguvuw
toxicologist: nguvnguh
tracery: nguvgheyughsuz
tracheal: nguvgheysehghey
tracheotomy: nguvgheysehmehmehsuz
tracksuit: nguvgheymehunguv
tractable: muh
traditionalism: nguvgheyvumvumzeymuyuy
traitorous: nguvgheynguvuhu
tranche: nguvgheyngughugh
tranquilize: nguvgheyhuzmuyuv
transcriber: nguvgheyuyuhwumuh
transect: nguvgheyuyngugh
transept: nguvgheyuyhnguhng
transfiguration: nguvgheyuyvumugheyvumzey
transfigure: nguvgheyuyvumuugh
transgressor: nguvgheyuyuhuymeh
transience: nguvgheyuyughngugh
transitive: wum
translucence: nguvgheyuyuughngugh
transmissible: nguvgheyuyvumuywumugh
transmutation: nguvgheyuyugheyvumzey
trashcan: nguvgheysehghey
travelogue: nguvgheyughmehu
treacle: nguvughngughugh
treasonous: nguvughuyzeyu
treeline: nguvughmuyzey
trekker: nguvughmehuh
tremolo: nguvughmehmeh
trenchcoat: nguvughngughngughghey
trendsetter: nguvughghehughnguvuh
triathlete: nguvvumnguvmuynguv
tribalism: nguvvumgheyvummez
tricolor: nguvvummehmeh
trident: nguvvumughnguv
triennial: nguvvumzeyvummuy
trifecta!: nguvvumughnguvwuv
trigonometry: nguvvummehmehughuh
trilateral: nguvvumgheyughghey
trilby: nguvvumwum
tripe: nguvvumugh
triplicate: nguvvummuyngughnguv
tritium: nguvvumvummez
triumphalism: nguvvummezsehmuyuy
triumvirate: nguvvummezvumgheyugh
triviality: nguvvumvummuynguv
troika: nguvmehmeh
troubleshooter: nguvmehwumughsehmehugh
trouper: nguvmehhnguhnguh
truculent: nguvuuughnguv
truncheon: nguvungughughzey
trusteeship: nguvunguvughsehhnguhng
tubal: nguvwummuy
tubby: ghugh
tumbledown: nguvmezmuyghehghus
tumbleweed: nguvmezmuyghusugh
turbid: nguvuhvum
turbidity: nguvuhvumvumsuz
turboprop: nguvuhmehuhhnguhng
turgid: nguvuhvum
turnabout: nguvuhgheymehnguv
turncoat: nguvuhngughghey
turnkey: nguvuhmehsuz
twain: nguvgheyzey
twee: nguvugh
twill: nguvvummuy
twisty: nguvvumnguv
twitchy: nguvvumngughsuz
twosome: nguvmehmehugh
typecast: nguvhnguhngngughuy
typescript: nguvhnguhnguyuhhnguhng
typewrite: nguvhnguhngghusvumugh
typhus: nguvhnguhngu
typographical: nguvhnguhngeygheysehngughmuy
typography: nguvhnguhngeygheyseh
tyrannosaur: nguvuhzeymehgheyuh
tyrannosaurus: nguvuhzeymehgheyuhuy
udder: ez
ultraconservative: unguvgheymehuyuhgheyvumugh
ultramodern: unguvgheymehughzey
umbra: uwumghey
umbrage: uwumgheyugh
ump: thwev
umpteen: uhnguhngughzey
unaffiliated: ugheyuzmuygheyugh
unalloyed: ugheymuysuzgheh
unalterable: ugheynguvuhwumugh
unappreciated: ugheyhnguhngughvumnguvgheh
unapproachable: ugheyhnguhngmehngughgheymuy
unapproved: ugheyhnguhngmehugh
unasked: ugheymehgheh
unassisted: ugheyuyuyugh
unbaked: ghuhng
unbalance: uwummuyzeyugh
unbelief: uwummuyugh
unbelieving: uwummuyughvumey
unbend: uwumzey
unbind: uwumzey
unblock: uwummehmeh
unbound: uwumugheh
unbridgeable: uwumvumeygheymuy
uncap: ungughhnguhng
uncensored: ungughzeymehugh
unchangeable: ungughgheyeygheymuy
uncharitable: ungughgheyvumgheymuy
unchristian: ungughuhuyvumzey
uncivil: ungughksummuy
unclothed: ungughmehsehgheh
uncoil: ungughvum
uncollected: ungughmuyughnguvgheh
uncompensated: ungughmezughuynguvgheh
uncompetitive: ungughmezughvumvumugh
uncompleted: ungughmezmuynguvgheh
uncontaminated: ungughzeygheyvumgheyugh
uncountable: ungughunguvwumugh
uncouple: ungughumuy
uncouth: ungughuseh
uncross: ungughmehuy
uncrowded: ungughmehghehgheh
unctuous: ungughuu
uncurl: ungughuh
undefended: ughehuzzeyugh
undemanding: ughehmezzeyvumey
undercarriage: ughehuhgheyuhgheyugh
underclassman: ughehuhmuyuymezzey
underclothes: ughehuhmuynguvugh
undercook: ughehuhmehmeh
underemployment: ughehuhmezmuysuzughnguv
underestimation: ughehuhuyvumgheyvumzey
underhand: ughehuhgheygheh
undernourished: ughehuhmehuhuyugh
underpass: ughehuhgheyuy
underplay: ughehuhmuysuz
underused: ughehuhuygheh
underutilized: ughehuhnguvmuyuvgheh
underwhelm: ughehuhsehmuy
undeserving: ughehuyuhvumey
undesired: ughehuyuhgheh
undies: ughehugh
undiluted: ughehmuynguvgheh
undisguised: ughehuyuuygheh
undulation: ughehmuynguvmeh
uneaten: uughnguvzey
uneconomic: uughmehmehvum
unedited: uughvumugh
unemployable: uughhnguhngmehgheymuy
unenlightened: uughmuyeynguvzeygheh
unenthusiastic: uughnguvuvumuyvum
unequaled: uughumuygheh
unexceptional: uughngughhnguhngvumzeymuy
unexciting: uughngughnguvzey
unexploded: uughhnguhngmehugh
unexpressed: uughhnguhngughuygheh
unfamiliarity: uuzmezmuygheyvumsuz
unfetter: uuznguvugh
unflagging: uuzgheyeyzey
unforced: uuzuhugh
unforeseeable: uuzuhuyughwumugh
unformed: uuzuhugh
unfreeze: uuzughuv
unglued: ueyugheh
ungovernable: ueyksumuhgheymuy
ungracious: ueygheyvumu
unguided: ueyvumugh
ungulate: ueymuynguv
unhesitating: usehuynguvnguvzey
unhindered: usehzeyughugh
unicameral: uvumgheyughghey
unimpaired: uvumhnguhngvumugh
unimpeachable: uvumhnguhnggheysehwumugh
uninfected: uvumuzngughugh
uninjured: uvumhuvuhgheh
uninspiring: uvumuyvumvumey
universalize: uvumughuymuyuv
unlace: umuyngugh
unlearn: umuygheyzey
unlined: umuyzeygheh
unmake: umezmeh
unmentionable: umezzeyvumzeywumugh
unmentioned: umezzeyvumzeygheh
unmerciful: umezuhvumu
unmodified: umezghehuzugh
unmolested: umezmuyuyugh
unmotivated: umeznguvksumnguvgheh
unobtainable: umehnguvvumgheymuy
unorganized: umeheyzeyuvgheh
unpolished: uhnguhngmuyuyugh
unprepossessing: uhnguhngughmehuyuyvumey
unprincipled: uhnguhngvumngughhnguhngugh
unprocessed: uhnguhngmehughuygheh
unpromising: uhnguhngmehvumvumey
unquenchable: uhuzzeysehwumugh
unrated: uuhnguvgheh
unread: vey
unreconstructed: uuhngughzeynguvunguvgheh
unrecorded: uuhngughuhugh
unrefined: uuhuzzeygheh
unrelieved: uuhmuyughugh
unrepresented: uuhhnguhngughughnguvgheh
unreserved: uuhuyuhugh
unrewarding: uuhghusuhvumey
unripe: uuhhnguhng
unsaturated: uuynguvuhnguvgheh
unschooled: uuysehmehugh
unseeing: uuyughzey
unselfconscious: uuymuyngughzeyngughmehuy
unsentimental: uuyzeyvumughnguvmuy
unsnap: uuyghey
unsolvable: uuymuygheymuy
unsparing: uuygheyvumey
unspectacular: uuyughnguvngughmuyuh
unstinting: uuyvumnguvzey
unstrap: uuyuhhnguhng
unstressed: uuyuhuyugh
unstuck: uuyumeh
unsullied: uuymuyvumgheh
unswerving: uuyughksumzey
untainted: unguvvumnguvgheh
untended: unguvzeyugh
untraceable: unguvgheyughwumugh
untrammeled: unguvgheymezmuygheh
untutored: unguvnguvuhgheh
untypical: unguvhnguhngngughmuy
unwholesome: ughusmehughmehugh
unworldly: ughusuhghehsuz
updraft: ughehgheynguv
upperclassman: uhnguhnguhmuyuymezzey
uppercut: uhnguhnguhu
uppity: uhnguhngnguv
uproarious: uuhgheyvumu
uptempo: unguvmezmeh
urethane: ses
urology: hnguhng
usurpation: uuhnguhngnguvmeh
usurper: uuhnguhnguh
usury: uusuz
vacillation: ksumngughmuygheyvumzey
valance: ksummuyzeyugh
valedictory: ksummuyghehngughmehsuz
vapid: ksumhnguhnggheh
vaquero: ksumhuzuh
varicose: ksumuhngughuy
varietal: ksumuhughghey
vegetate: ksumeynguvnguv
vellum: ksummuyu
velour: ksummuyu
venal: ksumzeymuy
verbena: ksumuhughghey
verbiage: ksumuhvumey
verity: gwus
vermiculite: ksumuhvumuvumugh
vernal: ksumuhghey
verso: ksumuhmeh
vertex: ksumuhugh
vertiginous: ksumuhvumvummehuy
vesicle: ksumuyngughugh
vesper: ksumuyugh
vestigial: ksumuyvumvummuy
vexation: ksumghev
vicarage: ksumngughuhey
victual: ksumngughumuy
videodisc: ksumghehmehvumngugh
videophone: ksumghehmehsehzey
vilification: ksummuyuzngughnguvmeh
villainous: ksummuygheyzeyu
villainy: ksummuygheyzey
viscus: ksumuyu
vitiate: ung
vivacity: ksumksumngughnguv
vocalize: ksumngughmuyuv
voluble: ksummuywumugh
voyageur: ksumsuzeyu
voyeuristic: ksumsuzuvumnguvngugh
vulva: ksummuyghey
wack!: ghusngughtgheyghey
wainscoting: ghusvumuymehvumey
walkabout: ghusmuygheymehnguv
wampum: ghusmezu
wanderlust: ghuszeyughmuyuy
wangle: ghuszeymuy
warfarin: ghusuhgheyvum
warhorse: ghusuhmehuy
warmblooded: ghusuhwummehghehgheh
warmhearted: ghusuhsehgheynguvgheh
warmonger: ghusuhmeheyuh
washbasin: ghusuywumuyzey
washboard: ghusuywumgheygheh
wastepaper: ghusuyughgheyugh
watchmaker: ghusnguvsehgheyugh
waterboard!: ghusnguvuhmehuhwevwev
waterboarding!: ghusnguvuhmehuhvumey
watercraft: ghusnguvuhuhuz
watermark: ghusnguvuhgheymeh
wattle: ghusnguvmuy
wayfarer: ghussuzgheyugh
weatherbeaten: ghusgheysehuhughnguvzey
weatherproof: ghusgheysehuhuhmeh
webcast: ghuswumgheynguv
webmaster: ghuswumgheynguvuh
weenie: ghusughvum
weft: ghusuz
welly: ghusmuysuz
welterweight: ghusmuyughghusvumseh
westernization: ghusuyughzeyuvnguvmeh
wetsuit: ghusnguvunguv
whee: hngung
wheelie: ghusughmuyugh
wheezy: ghusughuv
whelk: ghusughmeh
wherefore: ghusughughmehugh
whereof: ghusughughuz
whisperer: ghusvumhnguhnguhuh
whiteboard: ghusvumughmehuh
whitecap: ghusvumughghey
whitefish: ghusvumughvumseh
whiteout: ghusvumughu
whitewater: ghusvumughgheyugh
whodunit: ghusmehuvum
whoopee: ghusmehhnguhngugh
widowhood: ghusghehghusmehgheh
wiener: ghusughugh
wiggly: ghuseymuy
wildfowl: ghusmuyuzghus
willy: ghusmuysuz
windbreak: ghuszeywumughmeh
windproof: ghuszeyhnguhngmehuz
windstorm: ghuszeyuymehmez
windsurfer: ghuszeyuyuhugh
windward: ghuszeyghusuh
winnable: ghuszeygheymuy
wino: ghuszey
wiseguy: ghusuyeysuz
wishbone: ghusuywumzey
witticism: ghusnguvvumvummez
wombat: ghusmezghey
womenfolk: ghusmezzeymehmeh
wonk: ghuszey
wonky: ghuszeysuz
wonton: ghuszeymeh
woodcarver: ghusmehngughuhugh
woodcarving: ghusmehngughuhvumey
woodchuck: ghusmehngughumeh
woodcutter: ghusmehngughnguvugh
woodlot: ghusmehmuynguv
woodpile: ghusmehhnguhngmuy
woodshed: ghusmehuyugh
woodsy: ghusmehuy
wordplay: ghusuhhnguhngghey
wordsmith: ghusuhuyvumseh
wordy: ghusuhsuz
workingman: ghusuhvumeyghey
workmate: ghusuhmeznguv
wren: ghusugh
wringer: ghusvumeyuh
wrinkly: ghusvummehsuz
wristband: ghusvumnguvgheygheh
wrongdoer: ghusmeheymehuh
wunderkind: ghuszeyughmehzey
wuss: ghusuy
xenon: hnguvzey
xerox: ghenges
xylophone: wuh
yachtsman: suzngughnguvmezzey
yammer: suzmezugh
yarmulke: suzuhumeh
yarrow: suzuhmeh
yeasty: suzgheynguv
yeshiva: suzuyvumghey
yeti: suznguv
yodel: suzghehmuy
yucky: suzngughsuz
yuk: suzmeh
yuletide: suzmuynguvgheh
zapper: uvhnguhngugh
zesty: uvuysuz
zilch: uvmuyseh
zine: zeng
zinger: uvzeyugh
zinnia: uvzeyvum
zippy: uvhnguhngsuz
zircon: uvuhmeh
zit: uvnguv
zodiacal: uvghehgheyghey
zookeeper: uvmehughhnguhnguh
zydeco: uvghehngugh
zygote: uveynguv
abattoir: gheygheynguvvum
abjure: gheyhuvuh
aboveboard: gheymehughmehuh
abridgment: gheyuhghehmezzey
absinthe: gheyuyzeyseh
absorptive: gheyuyuhnguvksum
abstainer: gheyuygheyzeyuh
abyssal: gheysuzuymuy
acanthus: gheygheynguvu
accentuation: gheyngughzeyunguvmeh
acclamation: gheyngughgheygheyvumzey
acclimatization: gheyngughvumgheyvumgheyvumzey
acclimatize: gheyngughvumgheyvumugh
accrual: gheyngughumuy
accumulative: gheyngughmezmuynguvksum
acetylene: gheyughsuzughugh
acquaintanceship: gheyhuzvumnguvzeyughsehhnguhng
acquiescent: gheyhuzughngughzey
actuation: gheynguvgheyvumzey
acupressure: gheyuuhuyuugh
acyclovir: gheysuzmuyksumuh
adagio: gheygheyvum
adaption: gheygheynguvmeh
adipose: gheyvummehugh
adjectival: gheyhuvngughvumghey
adjudge: gheyhuvghehugh
adjudicative: gheyhuvghehngughnguvksum
adman: ey
adsorb: gheyuyuh
adulteration: gheyunguvuhnguvmeh
adulteress: gheyunguvuhuy
adventitious: gheyksumzeyvumvumu
adz: gheyuv
aerator: gheyuhnguvuh
aestheticism: gheyuysehnguvngughuy
afferent: gheyuzuhzey
aforesaid: gheymehughgheygheh
aforethought: gheymehughsehuseh
afterbirth: gheynguvuhvumnguv
afterburner: gheynguvuhuzeyuh
afterimage: gheynguvuhmezey
afterword: gheynguvuhmehgheh
ageist: gheyughuy
aggrandizement: gheyeygheyghehuvmezzey
aggro: gheyeymeh
agitprop: gheyvumhnguhngmeh
agnosticism: gheyzeyuyvumvummez
agog: gheymeh
agoraphobic: gheymehgheysehwumngugh
agrochemical: gheyuhngughughvumghey
agronomic: gheyuhzeymezngugh
agronomy: gheyuhzeymez
ague: khez
airdrop: gheyuhuhhnguhng
albinism: gheywumzeyuy
alehouse: gheyughmehuy
alewife: gheyughvumugh
algorithmic: gheyeyuhnguvmezngugh
alimentary: gheyvumughnguvuh
allegro: gheymuyeymeh
allergenic: yem
alliterative: gheymuynguvuhnguvksum
allusive: gheymuyuyksum
alopecia: gheymehughvum
alphabetize: gheyhnguhnggheyughvumugh
alumina: gheyuvumghey
amaretto: gheygheyughnguv
amateurism: gheygheyughuhuy
ambassadorial: gheywumuygheymehvummuy
ambassadorship: gheywumuygheymehuyvum
ambidextrous: gheywumghehsusus
amorality: gheymehgheyvumsuz
ampule: gheyhnguhngmuy
analogize: gheygheymehvumugh
anchorwoman: gheyngughmehghusmezzey
andante: gheyghehzeyugh
androgen: gheyghehmehugh
anesthesiology: gheyughnguvughvummuyey
angelfish: gheyeymuyvumseh
anglophile: gheyeymehsehmuy
anglophone: gheyeymehsehzey
angularity: gheyeymuyuhnguv
anhydrous: gheysehghehmehuy
anime: gheyvumugh
animism: gheyvumvummez
animist: gheyvumvumnguv
animistic: gheyvumvumnguvngugh
anion: gheyvumzey
anneal: gheyzeyghey
anodize: gheymehvumugh
anodyne: gheymehsuzugh
antediluvian: gheynguvghehmuyksumghey
anther: vuw
anthracite: gheynguvuhngughnguv
anthropoid: gheynguvuhhnguhngvum
anthropomorphism: gheynguvuhhnguhngmezuhsehuy
antiabortionist: gheynguvgheymehnguvmehvumnguv
antigenic: gheynguveyzeyngugh
antimony: gheynguvmezzey
antiparticle: gheynguvhnguhnguhvummuy
antipasto: gheynguvhnguhnguymeh
antiperspirant: gheynguvhnguhnguhhnguhnguhzey
antiserum: gheynguvuyuhmez
antisubmarine: gheynguvuywumgheyvumugh
antitoxin: gheynguvnguvwuvkhwuv
antonym: gheynguvzeymez
apologia: gheymehmehvum
apoplexy: gheymehmuysuzsuz
applet: gheyhnguhngugh
apposition: gheyhnguhnguynguvmeh
appreciator: gheyhnguhngughvumnguvuh
appropriator: gheyhnguhngmehuhgheymeh
appurtenance: gheyhnguhnguhughgheyngugh
aquatint: gheyunguvzey
arcana: gheyngughzey
archbishopric: gheyngughwumuymehuhngugh
archdiocesan: gheyngughghehmehughghey
archetypical: gheyngughughsuzvumghey
architectonic: gheyngughvumughnguvzeyngugh
aridity: gheyvumvumsuz
aright: gheyvumseh
armorer: gheymezuhuh
arrowroot: gheyuhghusmehnguv
arroyo: gheyuhsuz
arteriosclerosis: gheynguvuhmehngughughmehvum
artilleryman: gheynguvmuyughsuzghey
ascertainable: gheyngughuhgheyzeywumugh
ascertainment: gheyngughuhgheyzeyughnguv
ascription: gheyngughvumnguvmeh
asocial: gheymehvummuy
asperity: gheyhnguhnguhnguv
asphyxia: gheyhnguhngsuzvum
aspic: gheyhnguhngngugh
assemblywoman: gheyuymezmuyghusmezzey
astrolabe: gheynguvmehgheyugh
astronautic: gheynguvmehgheynguvngugh
atonal: gheymehghey
atropine: gheyuhhnguhngzey
attainder: gheynguvvumghehuh
attestation: gheynguvuygheyvumzey
aubergine: gheywumuhvumugh
audiologist: gheyghehmehmehvumnguv
audiophile: gheyghehmehsehmuy
aught: zugh
augury: gheyeyuh
aureole: gheyuhmehugh
auricular: gheyuhngughmuyuh
autobiographer: gheynguvwummehuhhnguhngugh
autoimmunity: gheynguvvummezzeynguv
automatism: gheynguvmeznguvuy
avidity: gheyvumvumsuz
avowal: eh
babushka: wumwumuymeh
babyhood: wumwumsehmeh
bachelorhood: wumngughughmehsehmeh
backbeat: wumngughwumghey
backbite: wumngughwumnguv
backflip: wumngughuzvum
backspin: wumngughuyvum
backstretch: wumngughuyuhnguvseh
bacteriology: wumngughughvummuyey
bagpiper: wumeyvumugh
bailiwick: wumvumvumvummeh
bairn: wumvumzey
baize: wumvumugh
baldfaced: wummuyuzngughgheh
baleen: wummuyugh
balladeer: wummuygheyughuh
balletic: wummuyughvum
balloonist: wummuymehzeyuy
ballsy: wummuyuy
banditry: wumzeyvumuh
bandolier: wumzeymehvumuh
bankable: wumzeygheymuy
bantam: wumzeyghey
bantamweight: wumzeygheyghusvumseh
baptistery: wumhnguhngvumnguvuh
barberry: wumuhughuh
barehanded: wumuhsehzeyugh
bareheaded: wumuhsehgheyugh
bargainer: wumuhgheyzeyuh
barmy: wumuhsuz
barony: wumuhzey
barrow: wumuhmeh
baryon: wumuhmeh
basilisk: wumuymuyuy
basset: wumuyugh
basswood: wumuyghusmeh
baster: wumuyugh
bate: wez
battlefront: wumnguvmuyuzmehnguv
battler: wumnguvmuyuh
baud: wumu
bayberry: wumsuzughuh
beanpole: wumgheyhnguhngmuy
beanstalk: wumgheyuygheymeh
bearskin: wumgheyuyvum
beatable: wumgheygheymuy
beatification: wumgheyvumvumgheyvumzey
beaut: wumgheynguv
beauteous: wumgheynguvmehuy
becalm: wumngughmuy
bedazzle: wumghehuvmuy
bedwetting: wumghehughnguvzey
beery: wumughsuz
beetroot: wumughuhmeh
befuddlement: wumuzghehmuymezzey
behaviorism: wumsehksummehvummez
belladonna: wummuygheymehzey
bellyache: wummuysuzngughugh
bellybutton: wummuysuzunguvzey
bendy: wumzeysuz
bentwood: wumzeyghusmeh
beryllium: wumuhmuyvummez
bestowal: wumuymehghey
betel: wumnguvmuy
betide: wumnguvgheh
betoken: wumnguvmehzey
betwixt: wumnguvvumnguv
bezel: wumuvmuy
biathlon: wumgheysehmeh
bibliophile: wumwumvumhnguhngvumugh
bicoastal: wumngughgheynguvmuy
bidet: wumghehnguv
biff: wumuz
bigamist: wumeymezuy
bighearted: wumeyughuhugh
bight: wumeynguv
biophysics: wummehsehuyngugh
biotechnological: wummehughsehmehmehvumghey
biped: wumhnguhnggheh
bipolarity: wumhnguhngmuyuhnguv
birther!: wumuhsehuh
biter: hey
bitmap: wumnguvghey
bituminous: wumnguvmezzeyu
blackhead: wumgheymehughgheh
blameworthy: wumgheyughmehnguvsuz
blarney: wumgheyzeysuz
blaspheme: wumgheyhnguhngughugh
bleeder: wumughghehuh
blockhouse: wummehmehmehuy
bloodlust: wummehghehunguv
blooper: wummehhnguhnguh
blowhole: wummehsehmuy
bluejeans: wumuhuvgheyuy
blusher: wumusehuh
bobwhite: wumwumsehnguv
boccie: wumngughvum
bodacious: wumghehngughmehuy
boffo: wumuzmeh
bole: ngeng
bollard: wummuygheygheh
bombproof: wummezhnguhngmehuz
boner: wumzeyuh
boneyard: wumzeysuzuh
boohoo: wummehmeh
bookmaking: wummehmezmehzey
bookmobile: wummehmezwummuy
boombox: wummehwumwes
boondocks: wummehghehngughuy
boonies: wummehvumuy
bootee: wummehugh
boozer: wummehugh
borage: wumuhey
borax: wumuhezhngez
bowline: wumghusvumugh
bowman: wumghusghey
bowstring: wumghusnguvvumey
bract: wumgheynguv
braggadocio: wumgheyeyghehngughmeh
braggart: wumgheyeyuh
brainiac: wumgheyzeyghey
brakeman: wumgheyughghey
breastwork: wumughuyghusuh
breezeway: wumughuvghussuz
brewpub: wumughhnguhngwum
bridgehead: wumvumeysehghey
brindle: wumvumghehugh
bringer: wumvumeyuh
brio: wumvum
briquette: wumvumunguvugh
broadcloth: wummehghehmuynguv
broadminded: wummehghehvumghehgheh
broadsword: wummehghehghusuh
bromine: wummehvumugh
brontosaurus: wummehnguvuyuu
broody: wummehgheh
brownout: wummehzeyu
